78,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Badosa/Sabalenka
Danilina/Haddad Maia",1/1,8/11,2022-03-25 16:16:25.265563
79,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Bencic/Konjuh
Kalinina/Rybakina",5/6,5/6,2022-03-25 16:16:25.282930
80,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Cornet/Teichmann
Schreiber/Klepac",5/4,4/7,2022-03-25 16:16:25.298850
81,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Dabrowski/Olmos
Marozava/Santamaria",1/5,10/3,2022-03-25 16:16:25.314592
82,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Guarachi/Yifan Xu
Kichenok/Olaru",4/6,11/10,2022-03-25 16:16:25.332079
83,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Krueger/Montgomery
Stosur/Zhang",9/2,1/7,2022-03-25 16:16:25.348284
84,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Kudermetova/Mertens
Paolini/Zidansek",1/6,4/1,2022-03-25 16:16:25.364416
85,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Muhammad/Shibahara
Bouzkova/Hradecka",8/13,6/5,2022-03-25 16:16:25.380130
86,WTA Miami WD - Round 1 Matches,Sat 26 Mar,12:00,"Siegemund/Zvonareva
Dzalamidze/Eikeri",1/5,10/3,2022-03-25 16:16:25.395249
87,Challenger Santa Cruz MD - Quarter Final Matches,Fri 25 Mar,Play Suspended,"Duran/Romboli
Casanova/R Taverna",4/1,1/6,2022-03-25 16:16:25.715020
88,Challenger Santa Cruz MD - Quarter Final Matches,Fri 25 Mar,Play Suspended,"Barrientos/Reyes-Varela
Dellien/P Angelo",1/50,18/1,2022-03-25 16:16:25.730886
